 time,mag,place
2008-12-27 07:05:45.600Z,4.2,"Hokkaido, Japan region"
2008-12-25 19:42:39.830Z,4.4,"off the east coast of Honshu, Japan"
2008-12-25 12:39:32.130Z,4.4,"Hokkaido, Japan region"
2008-12-25 10:43:12.830Z,5.3,"off the east coast of Honshu, Japan"
2008-12-24 20:32:08.490Z,4.9,"Hokkaido, Japan region"
2008-12-24 18:42:05.410Z,4.4,"Bonin Islands, Japan region"
2008-12-24 15:11:30.730Z,4.4,"off the east coast of Honshu, Japan"
2008-12-24 03:40:51.190Z,4.3,"Hokkaido, Japan region"
2008-12-23 20:57:20.160Z,5.4,"off the east coast of Honshu, Japan"
2008-12-23 20:25:45.800Z,4.3,"off the east coast of Honshu, Japan"
2008-12-23 19:56:29.170Z,4,"near the south coast of Honshu, Japan"
2008-12-23 19:45:33.630Z,4.4,"off the east coast of Honshu, Japan"
2008-12-23 18:28:30.660Z,4,"western Honshu, Japan"
2008-12-23 10:05:25.250Z,4,"off the east coast of Honshu, Japan"
2008-12-23 08:23:23.870Z,4.2,"off the east coast of Honshu, Japan"
2008-12-21 22:30:17.330Z,4,"near the east coast of Honshu, Japan"
2008-12-21 17:26:47.240Z,4,"Izu Islands, Japan region"
2008-12-21 16:41:55.180Z,4.1,"off the east coast of Honshu, Japan"
2008-12-21 12:19:21.260Z,4.6,"off the east coast of Honshu, Japan"
2008-12-21 10:36:13.620Z,4.2,"off the east coast of Honshu, Japan"
2008-12-21 10:23:41.490Z,4.8,"off the east coast of Honshu, Japan"
2008-12-21 09:55:00.480Z,4.6,"off the east coast of Honshu, Japan"
2008-12-21 09:16:44.740Z,5.9,"off the east coast of Honshu, Japan"
2008-12-21 07:45:25.680Z,4.2,"Izu Islands, Japan region"
2008-12-21 00:24:18.320Z,4.2,"off the east coast of Honshu, Japan"
2008-12-20 19:40:39.630Z,4.2,"near the east coast of Honshu, Japan"
2008-12-20 19:13:38.420Z,5.4,"off the east coast of Honshu, Japan"
2008-12-20 19:11:30.830Z,4.2,"off the east coast of Honshu, Japan"
2008-12-20 18:04:58.270Z,4.4,"near the east coast of Honshu, Japan"
2008-12-20 17:37:16.360Z,5.1,"off the east coast of Honshu, Japan"
2008-12-20 14:51:07.920Z,4.3,"near the east coast of Honshu, Japan"
2008-12-20 12:22:01.830Z,4.9,"off the east coast of Honshu, Japan"
2008-12-20 10:55:21.320Z,4,"off the east coast of Honshu, Japan"
2008-12-20 10:48:23.650Z,5.2,"off the east coast of Honshu, Japan"
2008-12-20 10:35:08.090Z,4.8,"off the east coast of Honshu, Japan"
2008-12-20 10:29:23.100Z,6.3,"off the east coast of Honshu, Japan"
2008-12-20 04:41:38.900Z,4.4,"near the east coast of Honshu, Japan"
2008-12-19 06:53:01.370Z,4.3,"near the east coast of Honshu, Japan"
2008-12-19 03:44:17.620Z,4.2,"Kyushu, Japan"
2008-12-18 06:47:13.620Z,5.3,"off the east coast of Honshu, Japan"
2008-12-17 20:43:37.050Z,4.3,"off the east coast of Honshu, Japan"
2008-12-17 15:53:25.070Z,4,"Primor'ye, Russia"
2008-12-17 14:29:15.050Z,4.3,"off the east coast of Honshu, Japan"
2008-12-17 13:10:43.680Z,4,"near the east coast of Honshu, Japan"
2008-12-15 12:14:48.590Z,4.3,"eastern Honshu, Japan"
2008-12-14 20:29:31.650Z,5.2,"off the east coast of Honshu, Japan"
2008-12-14 19:24:04.640Z,4,"off the east coast of Honshu, Japan"
2008-12-14 14:34:32.750Z,4,"off the east coast of Honshu, Japan"
2008-12-14 10:25:41.040Z,4.6,"near the east coast of Honshu, Japan"
2008-12-13 12:32:44.040Z,4.3,"Kyushu, Japan"
2008-12-13 08:23:41.760Z,4.5,"Hokkaido, Japan region"
2008-12-13 07:20:51.270Z,4.7,"off the east coast of Honshu, Japan"
2008-12-12 18:37:52.970Z,4.2,"Izu Islands, Japan region"
2008-12-12 05:21:07.750Z,4.7,"Hokkaido, Japan region"
2008-12-12 03:33:19.440Z,4.3,"Hokkaido, Japan region"
2008-12-11 20:38:24.730Z,4,"Bonin Islands, Japan region"
2008-12-11 06:22:36.930Z,4,"off the east coast of Honshu, Japan"
2008-12-10 12:22:33.230Z,4.6,"Bonin Islands, Japan region"
2008-12-10 05:59:28.650Z,4.2,"Bonin Islands, Japan region"
2008-12-09 13:31:36.220Z,4.3,"western Honshu, Japan"
2008-12-09 01:27:05.630Z,4.3,"Izu Islands, Japan region"
2008-12-08 17:03:29.280Z,4.5,"Bonin Islands, Japan region"
2008-12-08 08:04:31.790Z,4.5,"Izu Islands, Japan region"
2008-12-08 07:43:39.800Z,4.2,"off the east coast of Honshu, Japan"
2008-12-07 21:50:24.200Z,4.1,"near the east coast of Honshu, Japan"
2008-12-07 20:39:35.910Z,4.2,"off the east coast of Honshu, Japan"
2008-12-06 23:28:41.390Z,4.1,"near the east coast of Honshu, Japan"
2008-12-06 22:31:58.070Z,4,"near the east coast of Honshu, Japan"
2008-12-06 21:38:04.320Z,4.1,"eastern Honshu, Japan"
2008-12-06 21:02:46.630Z,4.2,"near the east coast of Honshu, Japan"
2008-12-06 20:09:03.620Z,4,"off the east coast of Honshu, Japan"
2008-12-06 03:31:16.370Z,4,"Hokkaido, Japan region"
2008-12-05 20:20:30.480Z,4.2,"off the east coast of Honshu, Japan"
2008-12-05 20:03:11.110Z,5.5,"off the east coast of Honshu, Japan"
2008-12-04 18:42:02.270Z,4.1,"off the east coast of Honshu, Japan"
2008-12-04 08:29:38.830Z,4.2,"near the east coast of Honshu, Japan"
2008-12-04 03:10:55.000Z,5.3,"near the east coast of Honshu, Japan"
2008-12-04 01:42:24.080Z,4.2,"off the east coast of Honshu, Japan"
2008-12-03 23:16:54.870Z,5.8,"near the east coast of Honshu, Japan"
2008-12-03 21:03:04.240Z,4,"Hokkaido, Japan region"
2008-12-03 08:52:09.740Z,4,"off the east coast of Honshu, Japan"
2008-12-01 03:47:07.060Z,4.2,"off the east coast of Honshu, Japan"
2008-11-28 20:18:32.390Z,4.3,"Hokkaido, Japan region"
2008-11-28 19:45:21.590Z,4.9,"Izu Islands, Japan region"
2008-11-28 01:13:35.330Z,4.2,"near the east coast of Honshu, Japan"
2008-11-24 22:59:58.450Z,4.2,"near the east coast of Honshu, Japan"
2008-11-23 13:02:55.650Z,4.3,"Izu Islands, Japan region"
2008-11-23 09:16:50.700Z,4.4,"Bonin Islands, Japan region"
2008-11-22 16:53:23.470Z,4.2,"Izu Islands, Japan region"
2008-11-22 12:13:32.340Z,4.2,"near the east coast of Honshu, Japan"
2008-11-21 21:27:14.090Z,4,"near the west coast of Honshu, Japan"
2008-11-21 10:10:19.340Z,4.1,"near the east coast of Honshu, Japan"
2008-11-21 00:50:39.010Z,4.4,"Hokkaido, Japan region"
2008-11-20 11:58:30.230Z,4.3,"near the east coast of Honshu, Japan"
2008-11-19 19:25:42.690Z,5,"near the east coast of Honshu, Japan"
2008-11-19 18:44:49.960Z,4.1,"near the east coast of Honshu, Japan"
2008-11-17 16:54:14.220Z,4.3,"Hokkaido, Japan region"
2008-11-17 10:09:54.220Z,4.4,"near the east coast of Honshu, Japan"
2008-11-17 08:26:58.040Z,4.1,"near the east coast of Honshu, Japan"
2008-11-17 04:03:07.090Z,4,"off the east coast of Honshu, Japan"
2008-11-16 15:21:07.010Z,4,Sea of Japan
2008-11-16 01:49:53.350Z,4.3,"Hokkaido, Japan region"
2008-11-16 00:10:45.900Z,4,"Hokkaido, Japan region"
2008-11-15 20:39:22.680Z,4.1,"Kyushu, Japan"
2008-11-14 19:14:54.580Z,4.2,"Hokkaido, Japan region"
2008-11-13 18:11:42.310Z,4,"Bonin Islands, Japan region"
2008-11-12 17:36:24.640Z,4.4,"near the south coast of Honshu, Japan"
2008-11-12 04:39:53.000Z,4.5,"eastern Honshu, Japan"
2008-11-09 11:09:58.490Z,4.5,"Izu Islands, Japan region"
2008-11-09 00:11:33.590Z,4.4,"Hokkaido, Japan region"
2008-11-07 00:14:54.220Z,4.1,"Izu Islands, Japan region"
2008-11-05 20:28:49.380Z,4.2,"Kyushu, Japan"
2008-11-05 09:26:03.020Z,4,"Izu Islands, Japan region"
2008-11-04 08:40:12.470Z,4.5,"near the east coast of Honshu, Japan"
2008-11-04 08:32:31.370Z,4.2,"near the east coast of Honshu, Japan"
2008-11-03 19:06:39.860Z,4.7,"eastern Honshu, Japan"
2008-11-03 00:40:32.380Z,4.4,"Izu Islands, Japan region"
2008-11-01 21:46:30.120Z,4.3,"near the east coast of Honshu, Japan"
2008-11-01 06:22:31.420Z,4.4,"near the east coast of Honshu, Japan"
2008-11-01 00:57:07.250Z,4,"near the east coast of Honshu, Japan"
2008-10-31 06:58:04.210Z,4.9,"Bonin Islands, Japan region"
2008-10-30 19:35:23.860Z,4,"Hokkaido, Japan region"
2008-10-30 19:18:36.850Z,4.3,"Hokkaido, Japan region"
2008-10-30 10:36:27.960Z,4.1,"Izu Islands, Japan region"
2008-10-29 19:09:36.510Z,4.6,"Bonin Islands, Japan region"
2008-10-29 15:48:40.400Z,5.1,"near the east coast of Honshu, Japan"
2008-10-28 16:52:00.970Z,4,"near the east coast of Honshu, Japan"
2008-10-28 07:11:58.190Z,4.1,"Izu Islands, Japan region"
2008-10-27 23:59:31.880Z,4,"near the east coast of Honshu, Japan"
2008-10-27 21:12:02.280Z,4.1,"near the south coast of Honshu, Japan"
2008-10-27 10:48:44.410Z,4.4,"Hokkaido, Japan region"
2008-10-26 21:55:44.800Z,4.3,"off the east coast of Honshu, Japan"
2008-10-25 15:29:53.270Z,4.2,"eastern Honshu, Japan"
2008-10-25 06:01:37.700Z,5,"near the east coast of Honshu, Japan"
2008-10-25 02:16:41.610Z,4,"near the east coast of Honshu, Japan"
2008-10-24 22:54:06.150Z,4.5,"Izu Islands, Japan region"
2008-10-24 21:13:18.660Z,4.1,"Izu Islands, Japan region"
2008-10-24 19:56:11.030Z,4.5,"near the east coast of Honshu, Japan"
2008-10-23 19:10:48.580Z,4.3,"near the east coast of Honshu, Japan"
2008-10-23 17:12:58.140Z,4.2,"near the east coast of Honshu, Japan"
2008-10-23 06:31:27.400Z,4.9,"Bonin Islands, Japan region"
2008-10-23 04:40:18.840Z,4.4,"Hokkaido, Japan region"
2008-10-23 01:20:04.940Z,4,"Hokkaido, Japan region"
2008-10-22 16:18:36.440Z,5,Sea of Japan
2008-10-21 09:16:43.110Z,4.4,"Izu Islands, Japan region"
2008-10-21 08:06:37.850Z,4.5,Sea of Japan
2008-10-20 21:57:25.580Z,4.1,"near the east coast of Honshu, Japan"
2008-10-20 15:51:23.950Z,5,"Izu Islands, Japan region"
2008-10-20 04:49:11.430Z,4.2,"off the east coast of Honshu, Japan"
2008-10-20 04:18:09.350Z,4.3,"off the east coast of Honshu, Japan"
2008-10-20 03:33:20.980Z,4.4,"off the east coast of Honshu, Japan"
2008-10-20 01:34:12.730Z,4.6,"off the east coast of Honshu, Japan"
2008-10-20 00:29:24.880Z,4.3,"off the east coast of Honshu, Japan"
2008-10-19 22:29:19.870Z,4.1,"off the east coast of Honshu, Japan"
2008-10-18 03:49:37.690Z,4.1,"off the east coast of Honshu, Japan"
2008-10-17 14:19:17.440Z,4.4,"Izu Islands, Japan region"
2008-10-17 08:20:32.830Z,4.2,"Bonin Islands, Japan region"
2008-10-17 05:34:30.590Z,4.4,"Hokkaido, Japan region"
2008-10-17 00:50:39.400Z,4.2,"near the east coast of Honshu, Japan"
2008-10-16 15:34:25.660Z,4.3,"Izu Islands, Japan region"
2008-10-16 11:49:29.800Z,4.2,"Hokkaido, Japan region"
2008-10-16 00:23:18.680Z,4.4,"near the east coast of Honshu, Japan"
2008-10-14 03:37:46.160Z,4.2,"near the east coast of Honshu, Japan"
2008-10-13 13:52:25.360Z,4.2,"Izu Islands, Japan region"
2008-10-12 22:14:00.750Z,4.3,"near the east coast of Honshu, Japan"
2008-10-12 04:08:38.360Z,4,"Izu Islands, Japan region"
2008-10-12 01:04:42.020Z,4,"near the east coast of Honshu, Japan"
2008-10-11 07:17:04.820Z,4.2,"southeast of Shikoku, Japan"
2008-10-10 21:10:37.990Z,4,"Izu Islands, Japan region"
2008-10-10 19:27:34.300Z,4.5,"Hokkaido, Japan region"
2008-10-09 14:32:41.600Z,4.4,"off the east coast of Honshu, Japan"
2008-10-09 10:44:16.950Z,4.3,"Izu Islands, Japan region"
2008-10-08 17:52:45.120Z,4.5,"Hokkaido, Japan region"
2008-10-08 06:07:48.520Z,4.9,"near the east coast of Honshu, Japan"
2008-10-06 19:54:17.600Z,4.3,"Hokkaido, Japan region"
2008-10-06 15:07:42.210Z,4.2,"Bonin Islands, Japan region"
2008-10-06 00:25:08.040Z,4,"Bonin Islands, Japan region"
2008-10-05 01:54:07.080Z,4.1,"Hokkaido, Japan region"
2008-10-04 17:34:09.110Z,4.3,"Izu Islands, Japan region"
2008-10-03 23:59:35.980Z,4.2,east of the Izu Islands
2008-10-03 19:22:58.280Z,4.3,"Hokkaido, Japan region"
2008-10-02 21:07:35.630Z,4,"off the east coast of Honshu, Japan"
2008-10-01 09:38:12.320Z,5.7,"Izu Islands, Japan region"
2008-10-01 00:24:58.740Z,4.2,"western Honshu, Japan"
2008-09-30 23:30:07.100Z,4.4,"off the east coast of Honshu, Japan"
2008-09-30 15:47:38.330Z,4.3,"Bonin Islands, Japan region"
2008-09-30 03:25:44.370Z,4,"off the east coast of Honshu, Japan"
2008-09-28 19:33:43.790Z,4.3,"off the east coast of Honshu, Japan"
2008-09-28 16:36:57.030Z,4.1,"off the east coast of Honshu, Japan"
2008-09-26 16:53:26.860Z,5,"near the east coast of Honshu, Japan"
2008-09-25 19:05:20.260Z,4.4,"Kyushu, Japan"
2008-09-25 16:38:18.280Z,4.2,"off the east coast of Honshu, Japan"
2008-09-25 15:06:42.350Z,4.8,"off the east coast of Honshu, Japan"
2008-09-25 06:04:57.600Z,4.2,"eastern Honshu, Japan"
2008-09-25 03:31:23.580Z,4.3,"off the east coast of Honshu, Japan"
2008-09-25 01:36:44.150Z,4,"near the east coast of Honshu, Japan"
2008-09-23 23:43:49.050Z,4.3,"eastern Honshu, Japan"
2008-09-23 13:26:53.210Z,4.3,"near the east coast of Honshu, Japan"
2008-09-22 20:43:37.640Z,4.4,"near the east coast of Honshu, Japan"
2008-09-22 07:31:59.170Z,5.6,"Hokkaido, Japan region"
2008-09-20 22:17:11.350Z,4.7,"near the east coast of Honshu, Japan"
2008-09-20 01:36:17.880Z,4,"Izu Islands, Japan region"
2008-09-18 22:23:32.290Z,4.1,"Shikoku, Japan"
2008-09-18 13:53:35.570Z,4.2,"Hokkaido, Japan region"
2008-09-18 13:29:29.490Z,4.7,"western Honshu, Japan"
2008-09-17 02:31:14.860Z,4,"Hokkaido, Japan region"
2008-09-17 01:47:19.930Z,4.1,"Hokkaido, Japan region"
2008-09-16 18:38:34.330Z,4,"Hokkaido, Japan region"
2008-09-16 18:32:54.420Z,4.3,"Izu Islands, Japan region"
2008-09-15 23:07:48.630Z,4.3,"near the east coast of Honshu, Japan"
2008-09-15 08:02:47.170Z,4.4,"Hokkaido, Japan region"
2008-09-15 07:53:01.640Z,4.9,"Hokkaido, Japan region"
2008-09-14 16:05:55.190Z,4.3,"eastern Honshu, Japan"
2008-09-14 04:09:47.720Z,4.1,"Bonin Islands, Japan region"
2008-09-13 09:59:20.500Z,4.4,"Izu Islands, Japan region"
2008-09-12 21:05:18.630Z,4.3,"off the east coast of Honshu, Japan"
2008-09-12 08:09:00.020Z,4.1,"near the east coast of Honshu, Japan"
2008-09-12 00:39:57.130Z,4.1,"Hokkaido, Japan region"
2008-09-11 22:34:45.680Z,5,"Hokkaido, Japan region"
2008-09-11 16:03:49.620Z,4.2,"near the east coast of Honshu, Japan"
2008-09-11 05:03:13.500Z,4,"Hokkaido, Japan region"
2008-09-11 04:57:02.330Z,4.7,"Hokkaido, Japan region"
2008-09-11 04:00:59.560Z,4.8,"Hokkaido, Japan region"
2008-09-11 03:14:01.700Z,4.6,"near the east coast of Honshu, Japan"
2008-09-11 01:24:49.180Z,4.5,"Hokkaido, Japan region"
2008-09-11 01:08:10.130Z,5,"Hokkaido, Japan region"
2008-09-11 00:32:48.360Z,5.3,"Hokkaido, Japan region"
2008-09-11 00:20:50.920Z,6.8,"Hokkaido, Japan region"
2008-09-10 16:35:20.210Z,4.4,"Hokkaido, Japan region"
2008-09-09 23:57:18.690Z,4.3,"near the east coast of Honshu, Japan"
2008-09-08 06:21:42.820Z,4.1,"Izu Islands, Japan region"
2008-09-08 00:25:49.390Z,4.1,"near the east coast of Honshu, Japan"
2008-09-07 12:44:12.470Z,4.1,"Izu Islands, Japan region"
2008-09-07 10:03:39.390Z,4,"Hokkaido, Japan region"
2008-09-07 08:38:21.610Z,4.1,"Bonin Islands, Japan region"
2008-09-06 11:38:56.180Z,4.8,"Bonin Islands, Japan region"
2008-09-06 07:29:14.370Z,4.6,"near the east coast of Honshu, Japan"
2008-09-06 07:05:05.520Z,4.3,"Hokkaido, Japan region"
2008-09-06 06:20:43.160Z,4.2,"Hokkaido, Japan region"
2008-09-05 15:12:03.170Z,5.3,"Izu Islands, Japan region"
2008-09-04 19:54:21.920Z,4.1,"Izu Islands, Japan region"
2008-09-04 12:43:44.700Z,4.2,"near the east coast of Honshu, Japan"
2008-09-03 14:32:06.830Z,4.1,"Kyushu, Japan"
2008-09-02 23:30:12.620Z,4,"Izu Islands, Japan region"
2008-09-02 09:35:15.730Z,4.2,"eastern Honshu, Japan"
2008-09-02 08:17:00.870Z,4.3,"Hokkaido, Japan region"
2008-09-01 20:53:25.340Z,5,"Izu Islands, Japan region"
2008-09-01 10:46:15.290Z,4.4,"Hokkaido, Japan region"
2008-09-01 05:41:16.690Z,4.4,"Hokkaido, Japan region"
2008-09-01 04:43:01.470Z,4.1,"off the east coast of Honshu, Japan"
2008-08-31 19:33:54.480Z,4.4,"Izu Islands, Japan region"
2008-08-30 20:15:42.240Z,4.3,"eastern Honshu, Japan"
2008-08-30 09:28:30.110Z,4,"western Honshu, Japan"
2008-08-29 20:13:25.910Z,4.4,"off the east coast of Honshu, Japan"
2008-08-29 20:04:47.570Z,4.4,"off the east coast of Honshu, Japan"
2008-08-29 19:55:38.950Z,4.3,"off the east coast of Honshu, Japan"
2008-08-29 19:54:46.340Z,4.2,"off the east coast of Honshu, Japan"
2008-08-29 16:10:43.700Z,4.1,"Izu Islands, Japan region"
2008-08-29 14:41:04.390Z,4.3,"Hokkaido, Japan region"
2008-08-29 09:54:33.560Z,4.5,"Izu Islands, Japan region"
2008-08-28 08:31:42.660Z,4.4,"near the east coast of Honshu, Japan"
2008-08-28 08:28:23.440Z,4.1,"Bonin Islands, Japan region"
2008-08-27 13:42:44.600Z,4.8,"Bonin Islands, Japan region"
2008-08-27 00:14:01.430Z,4.3,"Hokkaido, Japan region"
2008-08-26 06:16:06.650Z,4,"near the east coast of Honshu, Japan"
2008-08-25 23:39:38.320Z,4.3,"near the east coast of Honshu, Japan"
2008-08-25 22:08:23.590Z,4.1,"off the east coast of Honshu, Japan"
2008-08-25 10:25:08.770Z,4.7,"Bonin Islands, Japan region"
2008-08-25 08:53:06.550Z,4.4,"eastern Honshu, Japan"
2008-08-24 21:56:19.980Z,4.1,"near the south coast of Honshu, Japan"
2008-08-24 09:28:14.200Z,4.2,"Izu Islands, Japan region"
2008-08-24 00:25:45.450Z,4.5,"Kyushu, Japan"
2008-08-23 20:44:54.980Z,4.3,"near the south coast of western Honshu, Japan"
2008-08-22 10:59:50.120Z,5.2,"near the east coast of Honshu, Japan"
2008-08-22 06:02:39.700Z,4,"eastern Honshu, Japan"
2008-08-22 05:09:10.730Z,4.4,"off the east coast of Honshu, Japan"
2008-08-22 00:25:47.180Z,4.3,"near the south coast of Honshu, Japan"
2008-08-21 02:28:48.200Z,4.2,"Izu Islands, Japan region"
2008-08-20 23:56:44.780Z,4.1,"near the east coast of Honshu, Japan"
2008-08-20 06:13:29.220Z,4.4,"eastern Honshu, Japan"
2008-08-20 05:28:03.430Z,4.2,"near the east coast of Honshu, Japan"
2008-08-19 06:10:40.040Z,4.9,"Bonin Islands, Japan region"
2008-08-19 04:13:16.310Z,4.2,"Bonin Islands, Japan region"
2008-08-16 08:20:31.320Z,4.2,"near the east coast of Honshu, Japan"
2008-08-15 15:04:42.620Z,4.4,"near the east coast of Honshu, Japan"
2008-08-14 09:04:42.120Z,4.2,"Hokkaido, Japan region"
2008-08-13 12:18:57.760Z,4.5,"near the east coast of Honshu, Japan"
2008-08-13 01:45:11.280Z,4.2,"near the east coast of Honshu, Japan"
2008-08-09 00:54:36.130Z,4.4,"Hokkaido, Japan region"
2008-08-08 15:53:09.940Z,5.4,"Hokkaido, Japan region"
2008-08-08 12:00:12.130Z,4.1,"Bonin Islands, Japan region"
2008-08-08 09:23:58.560Z,4.7,Sea of Japan
2008-08-08 03:57:15.080Z,4.4,"eastern Honshu, Japan"
2008-08-07 19:35:18.310Z,4.2,"western Honshu, Japan"
2008-08-07 11:24:59.170Z,4.2,"Bonin Islands, Japan region"
2008-08-06 22:38:52.730Z,4.3,"near the east coast of Honshu, Japan"
2008-08-06 21:12:53.280Z,4.4,"near the east coast of Honshu, Japan"
2008-08-06 13:16:43.120Z,4,"eastern Honshu, Japan"
2008-08-05 21:26:02.470Z,4.2,"near the south coast of western Honshu, Japan"
2008-08-05 14:38:14.360Z,4.3,"off the east coast of Honshu, Japan"
2008-08-05 09:57:57.470Z,4.5,"near the south coast of Honshu, Japan"
2008-08-05 09:27:24.070Z,4.3,"Bonin Islands, Japan region"
2008-08-05 08:10:49.890Z,4.2,"Hokkaido, Japan region"
2008-08-04 10:57:26.140Z,4.1,"Hokkaido, Japan region"
2008-08-03 14:42:05.090Z,4.3,"Izu Islands, Japan region"
2008-08-02 15:50:37.150Z,4.2,"near the east coast of Honshu, Japan"
2008-08-01 17:21:51.110Z,4.1,"Izu Islands, Japan region"
2008-07-31 04:54:39.830Z,4.2,"near the east coast of Honshu, Japan"
2008-07-31 01:34:56.440Z,4.1,Sea of Japan
2008-07-30 19:14:04.830Z,4.1,"Izu Islands, Japan region"
2008-07-30 01:34:36.520Z,4.2,"near the east coast of Honshu, Japan"
2008-07-30 01:15:02.010Z,4.2,"eastern Honshu, Japan"
2008-07-29 23:15:55.180Z,4.1,"eastern Honshu, Japan"
2008-07-29 07:35:53.070Z,4.4,"eastern Honshu, Japan"
2008-07-29 07:27:32.970Z,4,"eastern Honshu, Japan"
2008-07-28 15:55:19.550Z,4,"eastern Honshu, Japan"
2008-07-28 11:38:36.020Z,4.1,"Izu Islands, Japan region"
2008-07-27 15:53:58.990Z,4.4,"Bonin Islands, Japan region"
2008-07-26 01:07:42.380Z,4.1,"near the east coast of Honshu, Japan"
2008-07-25 07:00:38.740Z,4.3,"off the east coast of Honshu, Japan"
2008-07-25 00:39:23.290Z,4.5,"off the east coast of Honshu, Japan"
2008-07-25 00:34:05.640Z,4.3,"off the east coast of Honshu, Japan"
2008-07-24 20:48:05.540Z,4,"eastern Honshu, Japan"
2008-07-24 02:27:53.960Z,5.2,"eastern Honshu, Japan"
2008-07-23 18:04:44.540Z,4.3,"Hokkaido, Japan region"
2008-07-23 15:26:19.950Z,6.8,"eastern Honshu, Japan"
2008-07-23 15:26:00.000Z,6.8,"eastern Honshu, Japan"
2008-07-23 10:42:54.990Z,4.4,"Izu Islands, Japan region"
2008-07-23 03:54:24.350Z,4.3,"eastern Honshu, Japan"
2008-07-23 01:49:45.200Z,4.1,"off the east coast of Honshu, Japan"
2008-07-22 19:17:00.500Z,4.3,"near the east coast of Honshu, Japan"
2008-07-22 16:28:07.190Z,4.4,"off the east coast of Honshu, Japan"
2008-07-22 16:08:41.440Z,4,"off the east coast of Honshu, Japan"
2008-07-22 08:46:47.850Z,5.4,"off the east coast of Honshu, Japan"
2008-07-21 23:29:01.430Z,4.2,"off the east coast of Honshu, Japan"
2008-07-21 21:45:31.460Z,4.1,"Bonin Islands, Japan region"
2008-07-21 20:31:54.040Z,4.3,"near the east coast of Honshu, Japan"
2008-07-21 17:22:59.340Z,4.2,"off the east coast of Honshu, Japan"
2008-07-21 11:30:29.280Z,6,"off the east coast of Honshu, Japan"
2008-07-21 09:01:04.640Z,5,"off the east coast of Honshu, Japan"
2008-07-21 07:26:32.410Z,4.3,"off the east coast of Honshu, Japan"
2008-07-21 06:16:38.180Z,4.3,"near the east coast of Honshu, Japan"
2008-07-21 04:50:13.190Z,4.4,"near the east coast of Honshu, Japan"
2008-07-20 23:02:03.300Z,4.3,"off the east coast of Honshu, Japan"
2008-07-20 22:41:00.930Z,4.3,"off the east coast of Honshu, Japan"
2008-07-20 21:34:44.750Z,4.4,"Bonin Islands, Japan region"
2008-07-20 21:30:29.650Z,5.8,"Bonin Islands, Japan region"
2008-07-20 20:48:10.000Z,4.5,"off the east coast of Honshu, Japan"
2008-07-20 14:16:22.400Z,4.3,"near the east coast of Honshu, Japan"
2008-07-20 05:33:14.750Z,4.7,"Hokkaido, Japan region"
2008-07-20 02:36:37.560Z,4.4,"off the east coast of Honshu, Japan"
2008-07-20 02:22:53.870Z,4.6,"off the east coast of Honshu, Japan"
2008-07-20 01:36:26.740Z,4.1,"off the east coast of Honshu, Japan"
2008-07-19 18:04:00.290Z,4.2,"off the east coast of Honshu, Japan"
2008-07-19 13:01:24.890Z,4.4,"off the east coast of Honshu, Japan"
2008-07-19 11:28:21.140Z,4.3,"Izu Islands, Japan region"
2008-07-19 04:09:32.920Z,4.3,"eastern Honshu, Japan"
2008-07-19 02:47:29.440Z,5.3,"off the east coast of Honshu, Japan"
2008-07-19 02:39:28.700Z,7,"off the east coast of Honshu, Japan"
2008-07-17 14:53:40.990Z,4.2,"near the east coast of Honshu, Japan"
2008-07-16 19:16:26.600Z,4.3,"off the east coast of Honshu, Japan"
2008-07-15 15:45:17.200Z,4.1,"Bonin Islands, Japan region"
2008-07-15 13:23:06.620Z,4.1,"eastern Honshu, Japan"
2008-07-15 12:37:14.950Z,4.3,"eastern Honshu, Japan"
2008-07-15 06:29:18.870Z,4.3,"Izu Islands, Japan region"
2008-07-14 23:38:56.080Z,4,"Hokkaido, Japan region"
2008-07-14 14:56:40.270Z,4.1,"eastern Honshu, Japan"
2008-07-12 19:54:22.820Z,4,"off the east coast of Honshu, Japan"
2008-07-12 18:17:04.320Z,4.1,"Hokkaido, Japan region"
2008-07-12 15:15:35.480Z,4.1,"eastern Honshu, Japan"
2008-07-12 13:18:44.900Z,4.1,"Izu Islands, Japan region"
2008-07-12 09:24:30.120Z,4.4,"Hokkaido, Japan region"
2008-07-12 03:04:39.510Z,4.4,"near the east coast of Honshu, Japan"
2008-07-12 03:03:17.380Z,4.3,"near the east coast of Honshu, Japan"
2008-07-11 23:06:03.680Z,4.4,"eastern Honshu, Japan"
2008-07-11 13:21:49.380Z,4,"near the south coast of Honshu, Japan"
2008-07-10 19:21:56.830Z,4.1,"Shikoku, Japan"
2008-07-10 18:24:01.520Z,4.2,Sea of Japan
2008-07-10 10:29:04.860Z,4,"near the east coast of Honshu, Japan"
2008-07-09 17:59:18.530Z,4.5,"Izu Islands, Japan region"
2008-07-09 12:27:28.680Z,4.2,"eastern Honshu, Japan"
2008-07-08 14:34:21.760Z,4.6,"Ryukyu Islands, Japan"
2008-07-07 20:22:28.710Z,4.1,"eastern Honshu, Japan"
2008-07-07 06:43:23.500Z,4.4,"Bonin Islands, Japan region"
2008-07-07 06:14:17.050Z,4.2,"eastern Honshu, Japan"
2008-07-06 17:05:20.400Z,5.1,"Bonin Islands, Japan region"
2008-07-05 22:05:44.710Z,4.7,"off the east coast of Honshu, Japan"
2008-07-05 07:49:02.560Z,5.1,"near the east coast of Honshu, Japan"
