 time,mag,place
2013-08-30 16:56:33.750Z,4.5,"71km SE of Ofunato, Japan"
2013-08-30 08:32:28.160Z,4.6,"13km SW of Shingu, Japan"
2013-08-30 07:36:52.180Z,4.4,"13km W of Kitakata, Japan"
2013-08-29 22:15:13.520Z,4.7,"235km ESE of Ishinomaki, Japan"
2013-08-29 03:26:09.840Z,4.2,"15km E of Daigo, Japan"
2013-08-29 02:47:34.160Z,4.7,"162km ENE of Miyako, Japan"
2013-08-28 12:50:13.590Z,4.6,"Off the east coast of Honshu, Japan"
2013-08-28 07:57:18.380Z,4.4,"54km W of Kamiiso, Japan"
2013-08-27 21:40:51.860Z,4.4,"47km ESE of Kitaibaraki, Japan"
2013-08-27 17:09:24.290Z,4.7,"107km E of Namie, Japan"
2013-08-26 06:08:05.510Z,4.7,"132km SE of Katsuura, Japan"
2013-08-26 05:24:28.790Z,4.5,"25km SE of Ofunato, Japan"
2013-08-25 14:25:23.420Z,4.5,"11km SSE of Ichihara, Japan"
2013-08-25 09:40:28.290Z,4.2,"155km NNE of Chichi-shima, Japan"
2013-08-25 09:18:31.390Z,4.3,"45km ESE of Ishinomaki, Japan"
2013-08-24 22:00:48.170Z,4.3,"9km NNW of Ol'ga, Russia"
2013-08-22 19:29:59.130Z,4.6,"129km ESE of Namie, Japan"
2013-08-22 16:55:18.620Z,4.1,"135km SE of Ishinomaki, Japan"
2013-08-22 08:02:52.860Z,4.3,"10km NNE of Morioka-shi, Japan"
2013-08-22 06:53:05.470Z,4.8,"47km E of Shizunai, Japan"
2013-08-21 17:20:03.890Z,4.6,"35km ESE of Iwaki, Japan"
2013-08-21 16:52:05.870Z,4.4,"99km N of Chichi-shima, Japan"
2013-08-21 15:28:03.420Z,4.5,"57km E of Namie, Japan"
2013-08-20 17:41:19.750Z,4.9,"162km E of Iwaki, Japan"
2013-08-20 14:19:48.100Z,4.5,"198km ESE of Kamaishi, Japan"
2013-08-18 05:35:19.660Z,4.7,"292km ESE of Kamaishi, Japan"
2013-08-17 23:01:03.360Z,4.7,"33km NW of Hachijo-jima, Japan"
2013-08-17 10:20:54.320Z,4.7,"101km ESE of Iwaki, Japan"
2013-08-17 09:29:59.120Z,4,"Izu Islands, Japan region"
2013-08-17 08:50:26.700Z,4.4,"242km ESE of Kamaishi, Japan"
2013-08-16 22:20:51.710Z,4.5,"38km W of Obihiro, Japan"
2013-08-16 16:41:31.160Z,4.4,"14km WSW of Shizunai, Japan"
2013-08-16 16:28:22.070Z,4.6,"9km W of Kakudate, Japan"
2013-08-14 22:53:52.570Z,4.5,"38km E of Kitaibaraki, Japan"
2013-08-13 15:10:27.870Z,4.4,"278km E of Iwaki, Japan"
2013-08-13 10:17:23.230Z,4.3,"131km ESE of Namie, Japan"
2013-08-13 02:18:44.060Z,4.2,"17km WNW of Otofuke, Japan"
2013-08-13 01:01:42.080Z,4.7,"63km SE of Ofunato, Japan"
2013-08-13 00:09:44.980Z,5.1,"35km WSW of Kitami, Japan"
2013-08-12 16:25:41.050Z,4.7,"89km SSE of Toba, Japan"
2013-08-12 12:59:33.520Z,4.9,"31km ESE of Iwaki, Japan"
2013-08-12 00:51:10.800Z,4.9,"40km S of Shizunai, Japan"
2013-08-11 20:39:34.050Z,4.4,"188km E of Miyako, Japan"
2013-08-11 06:05:01.020Z,4.6,"246km E of Hasaki, Japan"
2013-08-10 18:57:20.750Z,4.4,"154km E of Miyako, Japan"
2013-08-09 22:56:03.670Z,5,"21km SE of Iwaki, Japan"
2013-08-09 18:34:16.020Z,4.8,"182km SE of Hachijo-jima, Japan"
2013-08-09 16:40:20.070Z,4.7,"139km E of Miyako, Japan"
2013-08-09 14:57:23.140Z,4.8,"156km E of Miyako, Japan"
2013-08-09 09:32:58.050Z,4.6,"269km ESE of Ishinomaki, Japan"
2013-08-09 03:04:04.800Z,4.4,"8km NNE of Ishioka, Japan"
2013-08-09 02:59:37.380Z,5,"144km E of Miyako, Japan"
2013-08-07 21:37:45.750Z,4.4,"261km ESE of Ofunato, Japan"
2013-08-07 10:56:07.220Z,4.5,"187km SE of Katsuura, Japan"
2013-08-07 07:51:31.930Z,4.7,"100km E of Mutsu, Japan"
2013-08-06 21:30:35.820Z,4.3,"57km SSE of Hasaki, Japan"
2013-08-06 18:34:05.970Z,4.4,"269km SE of Ofunato, Japan"
2013-08-06 15:18:50.690Z,4.4,"133km ESE of Namie, Japan"
2013-08-06 09:12:43.650Z,4.4,"267km ESE of Ofunato, Japan"
2013-08-04 20:08:33.940Z,4.5,"275km ESE of Ishinomaki, Japan"
2013-08-04 03:28:50.810Z,5.8,"54km ESE of Ishinomaki, Japan"
2013-08-03 00:56:15.280Z,5.1,"19km S of Kosai-shi, Japan"
2013-08-01 11:13:27.290Z,4.5,"68km SSE of Hasaki, Japan"
2013-07-31 13:40:35.700Z,4.3,"18km ESE of Hasaki, Japan"
2013-07-31 08:35:59.120Z,4.4,"81km SSE of Shizunai, Japan"
2013-07-31 05:40:52.630Z,4.8,"191km ESE of Iwaki, Japan"
2013-07-31 00:14:16.990Z,4.9,"69km ESE of Ishinomaki, Japan"
2013-07-30 18:14:44.360Z,4.3,"139km E of Yamada, Japan"
2013-07-30 05:30:04.950Z,4.3,"82km SE of Hasaki, Japan"
2013-07-30 02:53:54.540Z,4.3,"Bonin Islands, Japan region"
2013-07-29 18:26:13.010Z,4.5,"288km E of Miyako, Japan"
2013-07-29 16:05:49.160Z,4.3,"17km E of Funaishikawa, Japan"
2013-07-28 17:49:48.800Z,4.6,"113km E of Yamada, Japan"
2013-07-28 11:36:00.600Z,4.8,"285km SW of Hachijo-jima, Japan"
2013-07-27 17:47:46.430Z,4.3,"32km SE of Iwaki, Japan"
2013-07-27 09:04:47.570Z,4.6,"104km ENE of Miyako, Japan"
2013-07-27 01:27:11.540Z,4.1,"246km WNW of Chichi-shima, Japan"
2013-07-27 01:14:47.750Z,4.6,"184km E of Hachijo-jima, Japan"
2013-07-27 01:08:59.270Z,5.4,"179km E of Hachijo-jima, Japan"
2013-07-25 19:05:07.140Z,5,"76km NE of Miyako, Japan"
2013-07-24 11:56:41.880Z,4.2,"86km E of Oarai, Japan"
2013-07-23 13:57:33.480Z,4,"76km ESE of Kamaishi, Japan"
2013-07-23 09:18:08.550Z,4.2,"82km S of Vrangel', Russia"
2013-07-23 03:02:13.800Z,5.3,"17km E of Ishikawa, Japan"
2013-07-23 02:03:47.470Z,4.5,"61km E of Namie, Japan"
2013-07-22 23:24:47.790Z,4.6,"102km NE of Hasaki, Japan"
2013-07-21 09:52:58.300Z,4.9,"96km ESE of Takahagi, Japan"
2013-07-21 07:03:20.730Z,4.7,"4km SE of Yokaichiba, Japan"
2013-07-21 05:33:48.940Z,4.8,"95km ESE of Kitaibaraki, Japan"
2013-07-20 06:06:23.370Z,5.5,"103km ENE of Hasaki, Japan"
2013-07-19 16:39:19.670Z,5.2,"34km E of Namie, Japan"
2013-07-19 09:05:09.380Z,4.5,"51km SSE of Ofunato, Japan"
2013-07-18 23:44:13.230Z,5,"30km SSE of Kamaishi, Japan"
2013-07-18 17:05:06.540Z,4.7,"24km NE of Ishinomaki, Japan"
2013-07-17 13:56:24.890Z,4.6,"2km SSE of Yotsukaido, Japan"
2013-07-17 11:32:03.440Z,4.2,"3km SE of Kasugai, Japan"
2013-07-15 22:45:59.110Z,5.3,"20km E of Miyako, Japan"
2013-07-14 02:33:14.830Z,4.5,"Off the east coast of Honshu, Japan"
2013-07-13 05:31:14.490Z,4.4,"36km ESE of Namie, Japan"
2013-07-12 18:31:24.050Z,4.8,"68km E of Ishinomaki, Japan"
2013-07-11 13:44:26.930Z,4.5,"40km SSE of Ofunato, Japan"
2013-07-11 00:14:37.510Z,5.3,"Izu Islands, Japan region"
2013-07-10 22:09:44.630Z,4.6,"103km ESE of Namie, Japan"
2013-07-10 05:22:15.140Z,5.3,"26km W of Miyako, Japan"
2013-07-07 03:38:41.390Z,4.7,"276km SE of Hachijo-jima, Japan"
2013-07-05 22:00:48.080Z,4.6,"9km ENE of Hasaki, Japan"
2013-07-03 15:06:12.000Z,5,"36km ESE of Namie, Japan"
2013-07-03 14:09:14.600Z,4.7,"213km ESE of Kamaishi, Japan"
2013-07-01 08:40:56.940Z,4.5,"65km E of Mutsu, Japan"
2013-06-28 04:36:21.100Z,4.3,"28km E of Iwaki, Japan"
2013-06-27 22:27:02.200Z,4.6,"263km SE of Hachijo-jima, Japan"
2013-06-25 15:02:34.500Z,4.7,"256km SE of Hachijo-jima, Japan"
2013-06-24 23:12:25.000Z,4.7,"73km ENE of Mutsu, Japan"
2013-06-23 10:20:24.100Z,4.5,"118km E of Yamada, Japan"
2013-06-22 06:03:01.200Z,4.5,"229km ESE of Ofunato, Japan"
2013-06-20 01:49:44.300Z,5,"85km ENE of Hachinohe, Japan"
2013-06-18 00:21:49.300Z,4.3,"115km ESE of Shingu, Japan"
2013-06-16 15:52:04.800Z,4.5,"155km SE of Kamaishi, Japan"
2013-06-16 01:43:38.100Z,4.2,"160km SE of Hasaki, Japan"
2013-06-15 07:32:53.300Z,4,"14km NNE of Nanae, Japan"
2013-06-11 19:27:58.700Z,4.5,"114km E of Mutsu, Japan"
2013-06-11 08:19:40.000Z,4.2,"186km SSE of Kushiro, Japan"
2013-06-10 22:06:08.700Z,4.3,"51km ESE of Namie, Japan"
2013-06-10 01:10:57.000Z,4.4,"39km WNW of Hachijo-jima, Japan"
2013-06-09 09:05:52.300Z,4.6,"227km N of Chichi-shima, Japan"
2013-06-08 11:39:00.500Z,4.2,"13km ESE of Gobo, Japan"
2013-06-08 07:17:55.700Z,4.3,"16km NE of Gobo, Japan"
2013-06-07 14:42:58.500Z,4.4,"295km SSE of Hachijo-jima, Japan"
2013-06-07 11:38:41.700Z,4.2,"206km N of Chichi-shima, Japan"
2013-06-06 16:15:33.600Z,4.4,"47km NW of Kushiro, Japan"
2013-06-06 04:25:41.200Z,4.6,"7km SSE of Yokaichiba, Japan"
2013-06-06 03:28:58.100Z,5,"6km SSE of Naruto, Japan"
2013-06-06 01:18:49.000Z,4.5,"Izu Islands, Japan region"
2013-06-04 22:59:56.200Z,4.5,"98km SE of Katsuura, Japan"
2013-06-04 08:33:22.200Z,4.9,"47km SE of Namie, Japan"
2013-06-03 20:01:26.200Z,4.6,"29km S of Ofunato, Japan"
2013-06-03 12:34:08.100Z,4.2,"135km ESE of Namie, Japan"
2013-06-01 18:05:17.500Z,4.7,"209km E of Namie, Japan"
2013-06-01 07:54:07.000Z,4.3,"50km NW of Kushiro, Japan"
2013-05-31 01:46:01.900Z,4.9,"141km E of Miyako, Japan"
2013-05-31 01:44:45.000Z,4.2,"145km E of Miyako, Japan"
2013-05-29 02:35:29.800Z,4.4,"62km ESE of Hachinohe, Japan"
2013-05-28 19:24:24.600Z,5,"114km SSE of Katsuura, Japan"
2013-05-27 09:16:36.900Z,4.5,"13km NNW of Ofunato, Japan"
2013-05-25 13:41:45.360Z,4.3,"69km ESE of Ohara, Japan"
2013-05-25 06:58:24.000Z,4.4,"39km ESE of Hitachi, Japan"
2013-05-25 02:11:43.270Z,4.3,"28km NNE of Namie, Japan"
2013-05-24 08:33:17.700Z,4.9,"51km ENE of Namie, Japan"
2013-05-23 22:12:05.500Z,4.2,"Bonin Islands, Japan region"
2013-05-23 10:47:54.300Z,4.4,"10km NNW of Kazuno, Japan"
2013-05-22 11:00:04.700Z,4.3,"28km E of Shibata, Japan"
2013-05-21 11:25:51.100Z,4.5,"29km NW of Nikko, Japan"
2013-05-21 01:04:17.140Z,4.9,"216km E of Yamada, Japan"
2013-05-20 18:48:20.300Z,4.4,"25km SE of Namie, Japan"
2013-05-19 09:37:00.900Z,4.4,"Off the east coast of Honshu, Japan"
2013-05-19 06:24:06.100Z,5,"233km ESE of Iwaki, Japan"
2013-05-19 03:57:31.900Z,4.3,"119km SE of Ishinomaki, Japan"
2013-05-18 15:51:01.700Z,4.8,"29km E of Miyako, Japan"
2013-05-18 09:09:40.200Z,4.6,"123km SE of Ishinomaki, Japan"
2013-05-18 05:47:59.500Z,6,"50km NE of Namie, Japan"
2013-05-16 16:10:33.300Z,4.4,"226km ESE of Kamaishi, Japan"
2013-05-16 08:03:51.300Z,4.5,"225km ESE of Kamaishi, Japan"
2013-05-16 07:39:51.700Z,4.5,"32km ENE of Iwaki, Japan"
2013-05-16 07:12:21.500Z,4.4,"69km SE of Hasaki, Japan"
2013-05-15 23:46:32.600Z,4.9,"29km ESE of Hachinohe, Japan"
2013-05-15 09:35:04.290Z,4.6,"14km WNW of Kitaibaraki, Japan"
2013-05-13 13:59:29.100Z,4.6,"14km ENE of Daigo, Japan"
2013-05-11 12:15:47.000Z,4.4,"234km ESE of Ishinomaki, Japan"
2013-05-10 22:05:38.700Z,4.3,"Izu Islands, Japan region"
2013-05-10 02:44:57.100Z,4.5,"204km ESE of Ishinomaki, Japan"
2013-05-08 11:18:13.500Z,4.5,"4km S of Asahi, Japan"
2013-05-07 01:04:18.700Z,4.7,"78km E of Namie, Japan"
2013-05-06 20:13:27.820Z,4.8,"256km N of Chichi-shima, Japan"
2013-05-06 13:14:33.800Z,5,"236km ESE of Ishinomaki, Japan"
2013-05-04 08:58:12.200Z,4.5,"215km ESE of Ishinomaki, Japan"
2013-05-02 13:04:37.300Z,4.4,"10km NE of Maebashi-shi, Japan"
2013-05-01 23:13:05.270Z,5.4,"125km SE of Hasaki, Japan"
2013-04-30 13:09:19.900Z,4.3,"10km NW of Omama, Japan"
2013-04-29 19:16:08.880Z,4.2,"137km NW of Mikuni, Japan"
2013-04-29 13:01:46.700Z,5.6,"11km ESE of Hasaki, Japan"
2013-04-28 10:24:11.600Z,4.5,"219km N of Chichi-shima, Japan"
2013-04-27 23:54:24.600Z,4.8,"108km ESE of Iwaki, Japan"
2013-04-27 23:54:23.840Z,4.7,"121km ESE of Iwaki, Japan"
2013-04-25 07:21:27.800Z,4.2,"251km WNW of Chichi-shima, Japan"
2013-04-24 23:47:21.300Z,4.7,"11km SSE of Takedamachi, Japan"
2013-04-24 13:23:41.100Z,4.6,"146km NNE of Chichi-shima, Japan"
2013-04-24 06:21:19.500Z,5.2,"104km SW of Hachijo-jima, Japan"
2013-04-24 00:37:36.000Z,4.5,"108km ENE of Miyako, Japan"
2013-04-23 19:14:57.400Z,4.2,"51km ESE of Iwaki, Japan"
2013-04-23 14:17:57.186Z,4.1,"Izu Islands, Japan region"
2013-04-22 17:50:57.200Z,4.4,"52km S of Shizunai, Japan"
2013-04-22 15:46:39.500Z,4,"182km WSW of Iwanai, Japan"
2013-04-21 10:27:36.500Z,4.5,"19km SW of Inawashiro, Japan"
2013-04-21 03:22:16.200Z,6.1,"Izu Islands, Japan region"
2013-04-20 19:41:49.100Z,4,"73km SE of Ofunato, Japan"
2013-04-19 19:59:29.500Z,5,"112km E of Miyako, Japan"
2013-04-19 14:11:13.500Z,4.5,"6km NE of Hasaki, Japan"
2013-04-19 08:46:06.100Z,4.5,"66km NE of Miyako, Japan"
2013-04-18 23:08:07.550Z,4.6,"74km ENE of Miyako, Japan"
2013-04-18 23:08:07.100Z,4.6,"82km ENE of Miyako, Japan"
2013-04-18 03:42:50.000Z,4.5,"157km SSE of Hachijo-jima, Japan"
2013-04-17 12:03:34.100Z,5.9,"15km ENE of Ishinomaki, Japan"
2013-04-17 08:57:33.700Z,5.6,"92km SSE of Shimoda, Japan"
2013-04-17 08:57:19.720Z,4.9,"79km SSE of Shimoda, Japan"
2013-04-17 02:13:58.750Z,4.4,"82km SSE of Shimoda, Japan"
2013-04-15 15:09:01.600Z,4.5,"190km ENE of Hachijo-jima, Japan"
2013-04-15 07:15:49.600Z,4.6,"174km SSE of Hachijo-jima, Japan"
2013-04-14 13:25:02.200Z,5.3,"28km ENE of Namie, Japan"
2013-04-14 01:22:05.500Z,4.7,"2km ENE of Morohongo, Japan"
2013-04-12 20:33:17.500Z,5.8,"6km WNW of Sumoto, Japan"
2013-04-12 00:28:29.300Z,4.6,"5km ENE of Tateyama, Japan"
2013-04-11 03:05:55.800Z,4.6,"74km ENE of Mutsu, Japan"
2013-04-10 04:38:44.700Z,4.6,"94km E of Namie, Japan"
2013-04-09 13:06:56.400Z,4.6,"44km ESE of Iwaki, Japan"
2013-04-07 14:09:18.900Z,4.8,"25km S of Hasaki, Japan"
2013-04-06 19:05:53.100Z,4.8,"173km SSE of Hachijo-jima, Japan"
2013-04-06 01:39:43.700Z,4.2,"83km ESE of Hachinohe, Japan"
2013-04-06 00:29:55.000Z,5.8,"14km NW of Zarubino, Russia"
2013-04-05 21:52:57.200Z,5,"Off the east coast of Honshu, Japan"
2013-04-05 20:00:52.500Z,5.4,"52km SE of Iwaki, Japan"
2013-04-05 13:00:02.100Z,6.3,"9km N of Zarubino, Russia"
2013-04-05 08:47:22.700Z,4.5,"158km ESE of Iwaki, Japan"
2013-04-04 04:42:36.700Z,5,"4km SW of Hasaki, Japan"
2013-04-03 18:41:30.440Z,5,"282km E of Iwaki, Japan"
2013-04-03 16:58:13.100Z,4.6,"11km NNE of Tsubata, Japan"
2013-04-02 14:52:47.900Z,4.7,"123km E of Yamada, Japan"
2013-04-02 13:41:09.600Z,4.4,"120km E of Yamada, Japan"
2013-04-02 13:06:02.300Z,4.6,"110km E of Miyako, Japan"
2013-04-02 02:08:48.100Z,5.5,"110km E of Miyako, Japan"
2013-04-01 20:46:43.420Z,4.7,"146km ESE of Kamaishi, Japan"
2013-04-01 20:09:59.640Z,4.6,"137km E of Yamada, Japan"
2013-04-01 20:07:22.900Z,4.7,"117km E of Yamada, Japan"
2013-04-01 20:04:30.700Z,5.1,"103km E of Miyako, Japan"
2013-04-01 19:09:36.550Z,4.6,"28km SE of Kamaishi, Japan"
2013-04-01 18:56:52.370Z,4.7,"133km E of Yamada, Japan"
2013-04-01 18:53:18.570Z,6,"108km E of Miyako, Japan"
2013-04-01 08:45:16.300Z,4.6,"13km SSW of Nishinoomote, Japan"
2013-03-31 07:46:18.100Z,5.3,"23km SE of Ofunato, Japan"
2013-03-31 04:45:34.600Z,4.3,"129km ESE of Ishinomaki, Japan"
2013-03-26 11:55:15.800Z,4.7,"2km NNE of Hasaki, Japan"
2013-03-26 11:48:24.500Z,4.7,"5km NW of Hasaki, Japan"
2013-03-26 07:28:12.500Z,4.6,"233km ESE of Ishinomaki, Japan"
2013-03-24 23:43:55.900Z,4.4,"263km E of Namie, Japan"
2013-03-24 12:49:03.100Z,4,"Izu Islands, Japan region"
2013-03-21 22:20:37.200Z,4.6,"61km ENE of Namie, Japan"
2013-03-21 05:34:34.850Z,4.7,"4km ESE of Daigo, Japan"
2013-03-18 19:04:33.730Z,4.6,"Izu Islands, Japan region"
2013-03-18 18:59:48.420Z,4.4,"138km SE of Nishinoomote, Japan"
2013-03-17 21:53:40.000Z,4.6,"8km W of Funaishikawa, Japan"
2013-03-17 15:21:54.400Z,4.2,"17km SW of Koya, Japan"
2013-03-16 17:24:55.900Z,4.9,"81km NE of Hasaki, Japan"
2013-03-16 17:24:54.970Z,4.9,"72km NE of Hasaki, Japan"
2013-03-15 23:11:52.400Z,4.7,"14km E of Miyako, Japan"
2013-03-15 16:48:51.900Z,4.8,"272km SSW of Hachijo-jima, Japan"
2013-03-14 00:16:08.600Z,4.1,"221km W of Chichi-shima, Japan"
2013-03-13 20:02:58.660Z,4.8,"7km WSW of Ichihara, Japan"
2013-03-12 21:32:28.200Z,5,"5km NW of Kamaishi, Japan"
2013-03-11 09:59:43.900Z,4.7,"24km E of Nichinan, Japan"
2013-03-11 09:34:52.000Z,5.3,"14km NE of Nichinan, Japan"
2013-03-11 05:34:58.300Z,4.8,"9km SW of Makurazaki, Japan"
2013-03-10 01:19:41.400Z,4.7,"164km SE of Shizunai, Japan"
2013-03-09 20:11:31.800Z,4.9,"60km SE of Kushiro, Japan"
2013-03-09 12:16:33.500Z,4.9,"35km NE of Kushiro, Japan"
2013-03-06 22:04:27.200Z,4,"32km ESE of Kitaibaraki, Japan"
2013-03-04 20:43:03.960Z,4.5,"29km NNW of Nagai, Japan"
2013-03-03 11:14:40.400Z,4.2,"10km N of Hasaki, Japan"
2013-03-02 20:58:13.300Z,4.6,"85km SE of Ishinomaki, Japan"
2013-03-01 16:35:25.760Z,4.8,"74km S of Tateyama, Japan"
2013-03-01 12:22:09.400Z,4.1,"51km E of Hachinohe, Japan"
2013-02-27 10:24:12.600Z,4.6,"75km ENE of Mutsu, Japan"
2013-02-26 17:31:20.000Z,4.7,"55km NE of Miyako, Japan"
2013-02-26 12:46:13.850Z,4.6,"59km SE of Ofunato, Japan"
2013-02-25 16:19:27.900Z,4.7,"36km ESE of Ishinomaki, Japan"
2013-02-25 16:00:19.600Z,5.4,"197km SSE of Nishinoomote, Japan"
2013-02-25 07:34:44.500Z,4.6,"24km WNW of Nikko, Japan"
2013-02-25 07:32:02.800Z,4.5,"30km NNE of Numata, Japan"
2013-02-25 07:23:55.700Z,5.8,"31km NNE of Numata, Japan"
2013-02-25 03:52:35.900Z,4.5,"95km ENE of Namie, Japan"
2013-02-25 03:45:08.400Z,4.3,"27km SSE of Hasaki, Japan"
2013-02-24 04:55:18.900Z,4.6,"21km W of Iwaki, Japan"
2013-02-23 14:40:14.800Z,4.7,"57km ESE of Ohara, Japan"
2013-02-23 11:27:15.900Z,4.7,"60km SSE of Hasaki, Japan"
2013-02-23 06:24:49.500Z,4.3,"111km SE of Ishinomaki, Japan"
2013-02-23 00:46:22.900Z,4.6,"153km ESE of Ishinomaki, Japan"
2013-02-21 19:59:46.200Z,4.8,"61km S of Nishinoomote, Japan"
2013-02-21 15:34:10.700Z,4.8,"48km E of Ishinomaki, Japan"
2013-02-21 14:05:57.100Z,5.2,"240km N of Chichi-shima, Japan"
2013-02-20 18:55:07.400Z,4.5,"29km N of Miyazu, Japan"
2013-02-19 12:27:38.400Z,5.4,"52km E of Ohara, Japan"
2013-02-18 17:10:07.650Z,4.6,"7km SSE of Yotsukaido, Japan"
2013-02-18 11:10:49.500Z,4.5,"60km SE of Ofunato, Japan"
2013-02-18 11:06:44.600Z,4.6,"49km SE of Ofunato, Japan"
2013-02-18 10:59:36.730Z,4.6,"149km SW of Hachijo-jima, Japan"
2013-02-16 20:45:24.500Z,4.5,"252km SSE of Kushiro, Japan"
2013-02-16 12:29:39.400Z,4.4,"259km S of Hachijo-jima, Japan"
2013-02-16 01:32:49.600Z,4.7,"47km ESE of Namie, Japan"
2013-02-16 01:30:07.400Z,4.5,"51km ESE of Ishinomaki, Japan"
2013-02-15 23:48:29.400Z,4.3,"Bonin Islands, Japan region"
2013-02-14 18:22:38.180Z,4.5,"179km ESE of Iwaki, Japan"
2013-02-14 17:17:13.190Z,4.6,"85km ESE of Iwaki, Japan"
2013-02-14 16:43:37.800Z,4.5,"13km W of Takahagi, Japan"
2013-02-13 19:52:40.800Z,4.7,"232km ESE of Ishinomaki, Japan"
2013-02-13 03:57:47.100Z,5.2,"63km SE of Nishinoomote, Japan"
2013-02-13 02:21:37.640Z,4.8,"43km ENE of Ishinomaki, Japan"
2013-02-12 07:24:47.900Z,4.6,"188km SSE of Hachijo-jima, Japan"
2013-02-12 02:57:51.300Z,5.1,"24km ENE of Sungjibaegam, North Korea"
2013-02-11 03:45:43.800Z,4.6,"65km SE of Ofunato, Japan"
2013-02-11 03:45:42.140Z,4.7,"66km SE of Ofunato, Japan"
2013-02-10 12:21:41.100Z,4.4,"91km SSE of Tateyama, Japan"
2013-02-09 04:43:07.900Z,5,"26km SE of Iwaki, Japan"
2013-02-08 05:15:54.300Z,4.5,"145km ESE of Ishinomaki, Japan"
2013-02-08 00:54:16.400Z,4.7,"91km E of Kamaishi, Japan"
2013-02-07 22:47:57.800Z,4.6,"241km N of Chichi-shima, Japan"
2013-02-06 12:17:07.000Z,4.5,"289km NNE of Chichi-shima, Japan"
2013-02-06 09:31:48.800Z,4.8,"3km NE of Narashino, Japan"
2013-02-05 13:31:03.700Z,4.7,"50km SSE of Ofunato, Japan"
2013-02-05 12:43:20.700Z,4.4,"72km E of Hachijo-jima, Japan"
2013-02-04 20:32:31.720Z,4.4,"225km ENE of Hasaki, Japan"
2013-02-04 19:08:49.190Z,4.7,"246km N of Chichi-shima, Japan"
2013-02-04 04:00:54.200Z,4.7,"44km S of Nishinoomote, Japan"
2013-02-03 23:04:18.200Z,5.1,"252km N of Chichi-shima, Japan"
2013-02-03 22:56:11.800Z,5.3,"247km N of Chichi-shima, Japan"
2013-02-02 18:31:36.900Z,5.6,"251km N of Chichi-shima, Japan"
2013-02-02 14:17:35.100Z,6.9,"19km SSW of Obihiro, Japan"
2013-02-02 06:26:28.300Z,4.8,"Izu Islands, Japan region"
2013-02-01 18:23:06.000Z,4.6,"33km W of Obihiro, Japan"
2013-02-01 14:06:48.200Z,4.8,"11km WNW of Ichihara, Japan"
2013-02-01 10:55:26.100Z,4.4,"83km SE of Ofunato, Japan"
2013-02-01 01:27:01.800Z,4.2,"70km SSE of Ofunato, Japan"
2013-01-31 16:04:45.100Z,4.9,"1km N of Kasukabe, Japan"
2013-01-31 14:53:41.900Z,4.8,"12km E of Daigo, Japan"
2013-01-29 13:17:22.700Z,4.8,"53km SSW of Kushiro, Japan"
2013-01-28 20:29:14.800Z,4.7,"229km ESE of Ishinomaki, Japan"
2013-01-28 19:30:18.600Z,4.6,"136km E of Iwaki, Japan"
2013-01-27 18:41:48.640Z,5.1,"near the east coast of Honshu, Japan"
2013-01-27 11:39:10.600Z,4.6,"204km ESE of Hachijo-jima, Japan"
2013-01-26 00:14:39.000Z,4.2,"1km ESE of Tochigi, Japan"
2013-01-25 17:46:20.450Z,4.8,"southeast of Shikoku, Japan"
2013-01-23 21:31:09.700Z,4.8,"57km NE of Namie, Japan"
2013-01-22 13:29:22.940Z,5.4,eastern Sea of Japan
2013-01-22 12:54:04.130Z,4.5,"near the east coast of Honshu, Japan"
2013-01-21 19:46:56.950Z,4.9,"13km N of Hasaki, Japan"
2013-01-18 03:02:03.100Z,4.5,"165km ENE of Miyako, Japan"
2013-01-17 05:13:24.720Z,4.8,"Hokkaido, Japan region"
2013-01-16 23:32:49.900Z,4.6,"77km SSE of Kushiro, Japan"
2013-01-16 15:52:50.490Z,4.6,"off the east coast of Honshu, Japan"
2013-01-15 10:58:55.000Z,4.5,"off the east coast of Honshu, Japan"
2013-01-15 10:47:09.130Z,4.6,"off the east coast of Honshu, Japan"
2013-01-15 02:58:14.970Z,5,"Izu Islands, Japan region"
2013-01-14 16:20:04.770Z,4.5,"near the west coast of Honshu, Japan"
2013-01-14 11:27:37.470Z,4.3,"near the east coast of Honshu, Japan"
2013-01-14 06:53:51.720Z,4.6,"near the east coast of Honshu, Japan"
2013-01-13 03:17:42.820Z,5,"near the east coast of Honshu, Japan"
2013-01-12 15:47:39.200Z,4.7,"Izu Islands, Japan region"
2013-01-12 12:15:56.520Z,4.5,"off the east coast of Honshu, Japan"
2013-01-11 07:58:02.350Z,4.3,"near the east coast of Honshu, Japan"
2013-01-10 21:26:19.810Z,4.5,"off the east coast of Honshu, Japan"
2013-01-10 12:48:21.540Z,4.9,"near the east coast of Honshu, Japan"
2013-01-10 04:28:43.680Z,4.7,"Izu Islands, Japan region"
2013-01-08 07:51:30.230Z,5.4,"near the east coast of Honshu, Japan"
2013-01-07 23:55:23.000Z,4.5,"near the east coast of Honshu, Japan"
2013-01-07 23:31:08.430Z,4.3,"near the east coast of Honshu, Japan"
2013-01-07 23:25:32.740Z,4.7,"Izu Islands, Japan region"
2013-01-07 13:53:49.510Z,4.9,"off the east coast of Honshu, Japan"
2013-01-07 01:59:19.670Z,4.2,"off the east coast of Honshu, Japan"
2013-01-06 08:11:26.980Z,4.7,"off the east coast of Honshu, Japan"
